order_id,user_id,city,ordered_place_time,ordered_deliver_time,sku_id,sku_category,qty,price,store_id,rider_id,zone,cust_lat,cust_long,status,delivery_minutes,hour,date,store_lat,store_lon,store_rent
O0010483,U014803,Bengaluru,22-11-2025 22:40,22-11-2025 22:51,P0093,grocery,1,261.26,S02,R0761,Z23,13.000213,77.601139,delivered,11,22,22-11-2025,13.006367,77.602729,86203
O0010484,U024874,Bengaluru,26-11-2025 12:34,26-11-2025 12:39,P0098,fruits,2,302.76,S08,R0578,Z6,12.952789,77.552183,delivered,5,12,26-11-2025,12.950394,77.558158,51894
O0010485,U016937,Bengaluru,01-11-2025 13:09,01-11-2025 13:22,P0113,household,2,167.47,S07,R0243,Z28,12.967055,77.552751,delivered,13,13,01-11-2025,12.970112,77.556587,44195
O0010486,U022171,Bengaluru,24-11-2025 21:55,24-11-2025 22:05,P0039,grocery,1,335.71,S05,R0208,Z16,12.999736,77.591135,delivered,10,21,24-11-2025,13.001428,77.581822,85507
O0010487,U037291,Bengaluru,03-11-2025 06:52,03-11-2025 06:58,P0089,personal_care,3,339.08,S01,R0566,Z23,12.952553,77.617689,delivered,6,6,03-11-2025,12.949887,77.614547,101404
O0010488,U011518,Bengaluru,25-11-2025 17:39,25-11-2025 17:48,P0034,fruits,1,338.46,S02,R0023,Z4,12.996434,77.604559,delivered,9,17,25-11-2025,13.006367,77.602729,86203
O0010489,U039485,Bengaluru,26-11-2025 23:31,26-11-2025 23:40,P0031,snacks,1,555.83,S04,R0445,Z24,12.94414,77.601335,delivered,9,23,26-11-2025,12.942007,77.616026,75662
O0010490,U031562,Bengaluru,20-11-2025 07:35,20-11-2025 07:42,P0008,household,3,78.21,S04,R0988,Z5,12.943485,77.622539,delivered,7,7,20-11-2025,12.942007,77.616026,75662
O0010491,U020255,Bengaluru,25-11-2025 11:45,25-11-2025 11:53,P0065,household,3,113.3,S06,R0320,Z28,12.991904,77.586749,delivered,8,11,25-11-2025,12.976327,77.585333,70255
O0010492,U032692,Bengaluru,27-11-2025 19:55,27-11-2025 20:14,P0103,personal_care,1,160.22,S02,R0338,Z6,13.024332,77.59399,delivered,19,19,27-11-2025,13.006367,77.602729,86203
O0010493,U007393,Bengaluru,08-11-2025 12:18,08-11-2025 12:34,P0057,household,2,48.62,S08,R0193,Z2,12.964301,77.566911,delivered,16,12,08-11-2025,12.950394,77.558158,51894
O0010494,U005455,Bengaluru,25-11-2025 18:32,25-11-2025 18:38,P0077,personal_care,3,517.04,S02,R0015,Z24,12.997575,77.604083,delivered,6,18,25-11-2025,13.006367,77.602729,86203
O0010495,U003163,Bengaluru,22-11-2025 22:23,22-11-2025 22:34,P0101,snacks,1,306.31,S06,R0172,Z19,12.975563,77.595231,delivered,11,22,22-11-2025,12.976327,77.585333,70255
O0010496,U013904,Bengaluru,05-11-2025 23:01,05-11-2025 23:09,P0110,dairy,3,194.99,S08,R0998,Z25,12.946706,77.557242,delivered,8,23,05-11-2025,12.950394,77.558158,51894
O0010497,U036061,Bengaluru,07-11-2025 21:43,07-11-2025 21:53,P0025,dairy,2,19.52,S04,R0386,Z28,12.951424,77.617504,canceled,10,21,07-11-2025,12.942007,77.616026,75662
O0010498,U014520,Bengaluru,08-11-2025 00:05,08-11-2025 00:11,P0098,fruits,3,302.76,S04,R0482,Z5,12.941283,77.613772,delivered,6,0,08-11-2025,12.942007,77.616026,75662
O0010499,U028862,Bengaluru,24-11-2025 18:40,24-11-2025 18:45,P0049,fruits,2,132.51,S03,R0472,Z29,12.955359,77.600154,delivered,5,18,24-11-2025,12.950051,77.59937,111200
O0010500,U035791,Bengaluru,05-11-2025 20:08,05-11-2025 20:26,P0105,snacks,1,538.04,S06,R0168,Z1,12.956257,77.583073,delivered,18,20,05-11-2025,12.976327,77.585333,70255
O0010501,U020552,Bengaluru,17-11-2025 05:47,17-11-2025 05:50,P0040,personal_care,1,87.23,S02,R0951,Z4,13.004443,77.603935,delivered,3,5,17-11-2025,13.006367,77.602729,86203
O0010502,U009680,Bengaluru,12-11-2025 19:32,12-11-2025 19:49,P0047,beverages,3,202.05,S06,R0599,Z19,12.984593,77.563698,delivered,17,19,12-11-2025,12.976327,77.585333,70255
O0010503,U006193,Bengaluru,17-11-2025 21:50,17-11-2025 21:58,P0075,personal_care,3,45.58,S02,R0950,Z14,13.007102,77.597363,delivered,8,21,17-11-2025,13.006367,77.602729,86203
O0010504,U017563,Bengaluru,20-11-2025 09:24,20-11-2025 09:30,P0002,fruits,2,461.94,S01,R0614,Z24,12.944684,77.617925,delivered,6,9,20-11-2025,12.949887,77.614547,101404
O0010505,U037821,Bengaluru,27-11-2025 13:43,27-11-2025 13:47,P0105,snacks,2,538.04,S06,R0877,Z23,12.978696,77.591533,delivered,4,13,27-11-2025,12.976327,77.585333,70255
O0010506,U011466,Bengaluru,06-11-2025 11:28,06-11-2025 11:32,P0120,beverages,3,13.51,S07,R0336,Z7,12.975442,77.559204,delivered,4,11,06-11-2025,12.970112,77.556587,44195
O0010507,U038037,Bengaluru,05-11-2025 09:59,05-11-2025 10:07,P0006,fruits,3,261.55,S04,R0636,Z25,12.944765,77.620442,delivered,8,9,05-11-2025,12.942007,77.616026,75662
O0010508,U011366,Bengaluru,04-11-2025 13:30,04-11-2025 13:40,P0033,grocery,3,244.93,S02,R0726,Z23,12.999943,77.598061,delivered,10,13,04-11-2025,13.006367,77.602729,86203
O0010509,U015828,Bengaluru,03-11-2025 18:25,03-11-2025 18:37,P0011,snacks,2,302.34,S01,R0081,Z2,12.938472,77.623229,delivered,12,18,03-11-2025,12.949887,77.614547,101404
O0010510,U034661,Bengaluru,10-11-2025 13:04,10-11-2025 13:10,P0016,household,1,189.43,S05,R0745,Z3,13.005744,77.580882,delivered,6,13,10-11-2025,13.001428,77.581822,85507
O0010511,U031809,Bengaluru,30-10-2025 12:27,30-10-2025 12:35,P0045,fruits,3,499.18,S05,R0229,Z12,13.00607,77.584975,delivered,8,12,30-10-2025,13.001428,77.581822,85507
O0010512,U007736,Bengaluru,28-11-2025 11:51,28-11-2025 11:54,P0101,snacks,1,290.99,S06,R0954,Z1,12.971812,77.587899,delivered,3,11,28-11-2025,12.976327,77.585333,70255
O0010513,U037348,Bengaluru,05-11-2025 17:38,05-11-2025 17:45,P0114,personal_care,2,49.79,S07,R0023,Z21,12.965099,77.563869,delivered,7,17,05-11-2025,12.970112,77.556587,44195
O0010514,U014696,Bengaluru,18-11-2025 19:54,18-11-2025 20:02,P0074,beverages,3,208.87,S08,R0299,Z6,12.951868,77.560958,delivered,8,19,18-11-2025,12.950394,77.558158,51894
O0010515,U031715,Bengaluru,12-11-2025 18:06,12-11-2025 18:12,P0113,household,2,167.47,S01,R0769,Z19,12.955828,77.611099,delivered,6,18,12-11-2025,12.949887,77.614547,101404
O0010516,U013343,Bengaluru,03-11-2025 14:35,03-11-2025 14:38,P0043,household,3,225.2,S07,R0480,Z22,12.96954,77.555701,delivered,3,14,03-11-2025,12.970112,77.556587,44195
O0010517,U020108,Bengaluru,02-11-2025 23:29,02-11-2025 23:32,P0115,fruits,1,88.22,S07,R0049,Z28,12.968294,77.559979,delivered,3,23,02-11-2025,12.970112,77.556587,44195
O0010518,U030297,Bengaluru,14-11-2025 03:48,14-11-2025 03:54,P0086,grocery,3,449.42,S01,R0976,Z5,12.959361,77.613484,delivered,6,3,14-11-2025,12.949887,77.614547,101404
O0010519,U036423,Bengaluru,11-11-2025 15:09,11-11-2025 15:16,P0085,beverages,2,299.51,S04,R0432,Z16,12.944513,77.605644,delivered,7,15,11-11-2025,12.942007,77.616026,75662
O0010520,U024828,Bengaluru,21-11-2025 00:00,21-11-2025 00:05,P0114,personal_care,2,52.28,S05,R0400,Z28,13.005345,77.580339,delivered,5,0,21-11-2025,13.001428,77.581822,85507
O0010521,U037408,Bengaluru,27-11-2025 19:49,27-11-2025 20:04,P0011,snacks,2,302.34,S05,R0392,Z28,13.001564,77.596601,delivered,15,19,27-11-2025,13.001428,77.581822,85507
O0010522,U013245,Bengaluru,15-11-2025 20:03,15-11-2025 20:21,P0064,beverages,1,428.13,S03,R0072,Z28,12.938638,77.598865,delivered,18,20,15-11-2025,12.950051,77.59937,111200
O0010523,U028380,Bengaluru,11-11-2025 03:11,11-11-2025 03:19,P0012,beverages,3,316.5,S06,R0117,Z17,12.971162,77.570418,delivered,8,3,11-11-2025,12.976327,77.585333,70255
O0010524,U022462,Bengaluru,28-11-2025 17:31,28-11-2025 17:40,P0002,fruits,1,485.04,S01,R0942,Z19,12.946334,77.61877,delivered,9,17,28-11-2025,12.949887,77.614547,101404
O0010525,U022721,Bengaluru,27-11-2025 22:45,27-11-2025 22:56,P0014,fruits,2,480.66,S03,R0720,Z27,12.963937,77.60298,delivered,11,22,27-11-2025,12.950051,77.59937,111200
O0010526,U009636,Bengaluru,24-11-2025 07:28,24-11-2025 07:36,P0011,snacks,1,302.34,S07,R0755,Z23,12.966303,77.54971,delivered,8,7,24-11-2025,12.970112,77.556587,44195
O0010527,U029221,Bengaluru,31-10-2025 15:15,31-10-2025 15:23,P0016,household,1,189.43,S02,R0721,Z7,13.010125,77.612631,delivered,8,15,31-10-2025,13.006367,77.602729,86203
O0010528,U036200,Bengaluru,16-11-2025 20:31,16-11-2025 20:36,P0043,household,3,237.05,S05,R0605,Z10,13.004981,77.587096,delivered,5,20,16-11-2025,13.001428,77.581822,85507
O0010529,U003859,Bengaluru,20-11-2025 13:43,20-11-2025 13:49,P0105,snacks,2,564.94,S08,R0801,Z4,12.951238,77.547512,delivered,6,13,20-11-2025,12.950394,77.558158,51894
O0010530,U004626,Bengaluru,28-11-2025 23:35,28-11-2025 23:41,P0116,grocery,1,590.52,S08,R0385,Z24,12.950862,77.554844,canceled,6,23,28-11-2025,12.950394,77.558158,51894
O0010531,U009569,Bengaluru,30-10-2025 17:55,30-10-2025 18:00,P0022,fruits,2,124.59,S03,R0774,Z4,12.946631,77.60234,delivered,5,17,30-10-2025,12.950051,77.59937,111200
O0010532,U010089,Bengaluru,27-11-2025 20:35,27-11-2025 20:45,P0003,grocery,1,265.88,S06,R0099,Z13,12.972803,77.592491,delivered,10,20,27-11-2025,12.976327,77.585333,70255
O0010533,U023081,Bengaluru,27-11-2025 20:34,27-11-2025 20:40,P0036,snacks,2,359.97,S08,R0112,Z8,12.944263,77.559282,delivered,6,20,27-11-2025,12.950394,77.558158,51894
O0010534,U027012,Bengaluru,09-11-2025 12:56,09-11-2025 13:02,P0082,personal_care,1,486.68,S01,R0087,Z26,12.949058,77.621721,delivered,6,12,09-11-2025,12.949887,77.614547,101404
O0010535,U004376,Bengaluru,04-11-2025 07:40,04-11-2025 07:49,P0018,dairy,2,526.52,S06,R0249,Z20,12.988324,77.591199,delivered,9,7,04-11-2025,12.976327,77.585333,70255
O0010536,U001203,Bengaluru,31-10-2025 13:36,31-10-2025 13:39,P0088,household,2,63.4,S01,R0707,Z16,12.950479,77.612126,delivered,3,13,31-10-2025,12.949887,77.614547,101404
O0010537,U028117,Bengaluru,14-11-2025 07:47,14-11-2025 07:55,P0003,grocery,2,279.17,S05,R0245,Z20,13.002124,77.569665,delivered,8,7,14-11-2025,13.001428,77.581822,85507
O0010538,U035517,Bengaluru,21-11-2025 10:58,21-11-2025 11:09,P0011,snacks,1,302.34,S08,R0996,Z27,12.944589,77.569997,delivered,11,10,21-11-2025,12.950394,77.558158,51894
O0010539,U014980,Bengaluru,01-11-2025 17:14,01-11-2025 17:30,P0051,household,1,542.13,S04,R0613,Z16,12.946403,77.606041,delivered,16,17,01-11-2025,12.942007,77.616026,75662
O0010540,U022237,Bengaluru,05-11-2025 19:22,05-11-2025 19:27,P0058,snacks,3,533.3,S01,R0071,Z1,12.948514,77.617468,delivered,5,19,05-11-2025,12.949887,77.614547,101404
O0010541,U004419,Bengaluru,14-11-2025 08:14,14-11-2025 08:24,P0056,beverages,3,520.86,S05,R0938,Z27,13.012143,77.576733,delivered,10,8,14-11-2025,13.001428,77.581822,85507
O0010542,U000831,Bengaluru,28-11-2025 13:22,28-11-2025 13:29,P0032,grocery,1,229.75,S01,R0846,Z27,12.953006,77.626702,delivered,7,13,28-11-2025,12.949887,77.614547,101404
O0010543,U003830,Bengaluru,12-11-2025 16:50,12-11-2025 16:56,P0070,personal_care,2,260.38,S03,R0345,Z23,12.960369,77.604552,delivered,6,16,12-11-2025,12.950051,77.59937,111200
O0010544,U017921,Bengaluru,01-11-2025 19:49,01-11-2025 19:59,P0022,fruits,1,124.59,S01,R0085,Z3,12.963989,77.617285,delivered,10,19,01-11-2025,12.949887,77.614547,101404
O0010545,U020110,Bengaluru,02-11-2025 03:27,02-11-2025 03:32,P0002,fruits,2,461.94,S05,R0961,Z25,13.006027,77.574115,delivered,5,3,02-11-2025,13.001428,77.581822,85507
O0010546,U002655,Bengaluru,23-11-2025 12:47,23-11-2025 12:53,P0079,household,1,260.34,S04,R0385,Z19,12.940397,77.622774,delivered,6,12,23-11-2025,12.942007,77.616026,75662
O0010547,U012133,Bengaluru,16-11-2025 16:04,16-11-2025 16:07,P0026,grocery,1,202.47,S03,R0123,Z9,12.949048,77.597256,delivered,3,16,16-11-2025,12.950051,77.59937,111200
O0010548,U004503,Bengaluru,28-11-2025 17:28,28-11-2025 17:36,P0093,grocery,1,261.26,S02,R0278,Z11,13.002123,77.591314,delivered,8,17,28-11-2025,13.006367,77.602729,86203
O0010549,U016055,Bengaluru,19-11-2025 08:56,19-11-2025 09:14,P0036,snacks,3,359.97,S03,R0766,Z2,12.975266,77.603613,delivered,18,8,19-11-2025,12.950051,77.59937,111200
O0010550,U026823,Bengaluru,07-11-2025 17:57,07-11-2025 18:01,P0113,household,3,167.47,S06,R0412,Z3,12.971673,77.584419,delivered,4,17,07-11-2025,12.976327,77.585333,70255
O0010551,U015785,Bengaluru,08-11-2025 23:05,08-11-2025 23:18,P0076,household,3,269.98,S05,R0641,Z21,13.023641,77.5731,delivered,13,23,08-11-2025,13.001428,77.581822,85507
O0010552,U023557,Bengaluru,10-11-2025 10:49,10-11-2025 11:01,P0069,household,3,533.84,S05,R0485,Z12,12.998105,77.569133,delivered,12,10,10-11-2025,13.001428,77.581822,85507
O0010553,U038051,Bengaluru,31-10-2025 00:32,31-10-2025 00:39,P0077,personal_care,2,517.04,S01,R0048,Z5,12.961046,77.617032,delivered,7,0,31-10-2025,12.949887,77.614547,101404
O0010554,U013989,Bengaluru,31-10-2025 17:33,31-10-2025 17:38,P0079,household,2,260.34,S05,R0809,Z17,13.003741,77.574803,delivered,5,17,31-10-2025,13.001428,77.581822,85507
O0010555,U033900,Bengaluru,25-11-2025 22:06,25-11-2025 22:21,P0034,fruits,3,338.46,S03,R0938,Z21,12.935183,77.595531,delivered,15,22,25-11-2025,12.950051,77.59937,111200
O0010556,U007433,Bengaluru,15-11-2025 21:10,15-11-2025 21:21,P0031,snacks,1,583.62,S05,R0982,Z12,13.005914,77.567945,delivered,11,21,15-11-2025,13.001428,77.581822,85507
O0010557,U000125,Bengaluru,21-11-2025 20:03,21-11-2025 20:30,P0080,snacks,1,265.53,S02,R0569,Z26,13.016751,77.592854,delivered,27,20,21-11-2025,13.006367,77.602729,86203
O0010558,U031340,Bengaluru,13-11-2025 08:37,13-11-2025 08:49,P0033,grocery,1,244.93,S07,R0673,Z26,12.955843,77.562082,delivered,12,8,13-11-2025,12.970112,77.556587,44195
O0010559,U023825,Bengaluru,22-11-2025 18:13,22-11-2025 18:22,P0050,snacks,2,261.19,S04,R0446,Z5,12.951254,77.622485,delivered,9,18,22-11-2025,12.942007,77.616026,75662
O0010560,U029584,Bengaluru,01-11-2025 09:00,01-11-2025 09:06,P0076,household,2,269.98,S03,R0766,Z20,12.949788,77.604627,delivered,6,9,01-11-2025,12.950051,77.59937,111200
O0010561,U008218,Bengaluru,09-11-2025 07:51,09-11-2025 07:58,P0116,grocery,1,590.52,S08,R0114,Z1,12.960297,77.560527,delivered,7,7,09-11-2025,12.950394,77.558158,51894
O0010562,U020873,Bengaluru,28-11-2025 18:15,28-11-2025 18:23,P0100,beverages,3,63.86,S06,R0892,Z10,12.976548,77.572097,delivered,8,18,28-11-2025,12.976327,77.585333,70255
O0010563,U002824,Bengaluru,11-11-2025 15:42,11-11-2025 15:50,P0042,dairy,2,336.42,S03,R0155,Z17,12.952673,77.594302,delivered,8,15,11-11-2025,12.950051,77.59937,111200
O0010564,U007909,Bengaluru,02-11-2025 12:51,02-11-2025 13:04,P0119,snacks,1,246.7,S05,R0734,Z7,13.011133,77.565786,delivered,13,12,02-11-2025,13.001428,77.581822,85507
O0010565,U034284,Bengaluru,16-11-2025 17:57,16-11-2025 18:04,P0112,grocery,3,190.02,S04,R0032,Z22,12.947024,77.608697,delivered,7,17,16-11-2025,12.942007,77.616026,75662
O0010566,U031826,Bengaluru,04-11-2025 20:00,04-11-2025 20:08,P0080,snacks,3,278.81,S02,R0313,Z18,12.997387,77.605846,delivered,8,20,04-11-2025,13.006367,77.602729,86203
O0010567,U022009,Bengaluru,28-11-2025 17:04,28-11-2025 17:12,P0083,snacks,1,131.6,S07,R0708,Z15,12.972263,77.56044,delivered,8,17,28-11-2025,12.970112,77.556587,44195
O0010568,U016029,Bengaluru,10-11-2025 15:22,10-11-2025 15:30,P0077,personal_care,3,517.04,S02,R0140,Z16,12.996278,77.599479,delivered,8,15,10-11-2025,13.006367,77.602729,86203
O0010569,U011568,Bengaluru,30-10-2025 08:51,30-10-2025 09:08,P0005,snacks,2,261.24,S05,R0197,Z23,12.980903,77.589915,delivered,17,8,30-10-2025,13.001428,77.581822,85507
O0010570,U020406,Bengaluru,26-11-2025 15:05,26-11-2025 15:14,P0056,beverages,1,546.9,S05,R0569,Z29,13.01105,77.586733,delivered,9,15,26-11-2025,13.001428,77.581822,85507
O0010571,U008772,Bengaluru,28-11-2025 17:33,28-11-2025 17:45,P0114,personal_care,1,49.79,S02,R0649,Z25,12.995749,77.615132,delivered,12,17,28-11-2025,13.006367,77.602729,86203
O0010572,U028828,Bengaluru,16-11-2025 12:51,16-11-2025 13:01,P0068,snacks,2,128.31,S04,R0891,Z13,12.928377,77.62263,delivered,10,12,16-11-2025,12.942007,77.616026,75662
O0010573,U002769,Bengaluru,26-11-2025 16:19,26-11-2025 16:25,P0056,beverages,3,520.86,S08,R0045,Z6,12.953169,77.55291,delivered,6,16,26-11-2025,12.950394,77.558158,51894
O0010574,U031089,Bengaluru,25-11-2025 21:08,25-11-2025 21:19,P0013,beverages,1,81.17,S05,R0682,Z2,12.987645,77.583732,delivered,11,21,25-11-2025,13.001428,77.581822,85507
O0010575,U037201,Bengaluru,26-11-2025 10:17,26-11-2025 10:24,P0009,household,2,318.58,S05,R0745,Z27,13.003566,77.571687,delivered,7,10,26-11-2025,13.001428,77.581822,85507
O0010576,U014771,Bengaluru,02-11-2025 00:38,02-11-2025 00:48,P0115,fruits,2,88.22,S02,R0426,Z23,12.995334,77.606148,delivered,10,0,02-11-2025,13.006367,77.602729,86203
O0010577,U029885,Bengaluru,17-11-2025 17:35,17-11-2025 17:49,P0050,snacks,2,274.94,S03,R0538,Z14,12.94148,77.592014,delivered,14,17,17-11-2025,12.950051,77.59937,111200
O0010578,U004815,Bengaluru,07-11-2025 07:57,07-11-2025 08:01,P0113,household,2,175.84,S06,R0499,Z11,12.98408,77.583181,delivered,4,7,07-11-2025,12.976327,77.585333,70255
O0010579,U012255,Bengaluru,16-11-2025 19:18,16-11-2025 19:28,P0082,personal_care,2,486.68,S05,R0922,Z27,12.99641,77.573289,delivered,10,19,16-11-2025,13.001428,77.581822,85507
O0010580,U037848,Bengaluru,28-11-2025 21:09,28-11-2025 21:19,P0094,snacks,1,293.81,S05,R0361,Z16,12.994934,77.585534,delivered,10,21,28-11-2025,13.001428,77.581822,85507
O0010581,U004466,Bengaluru,08-11-2025 20:16,08-11-2025 20:28,P0027,snacks,3,100.31,S01,R0351,Z20,12.948151,77.606784,delivered,12,20,08-11-2025,12.949887,77.614547,101404
O0010582,U030003,Bengaluru,27-11-2025 19:04,27-11-2025 19:08,P0117,fruits,3,381.54,S04,R0979,Z17,12.938504,77.616554,delivered,4,19,27-11-2025,12.942007,77.616026,75662
O0010583,U006443,Bengaluru,31-10-2025 22:40,31-10-2025 22:48,P0091,personal_care,2,587.82,S03,R0642,Z16,12.940249,77.600903,delivered,8,22,31-10-2025,12.950051,77.59937,111200
O0010584,U004665,Bengaluru,31-10-2025 16:37,31-10-2025 16:46,P0086,grocery,2,449.42,S01,R0629,Z24,12.965099,77.614707,delivered,9,16,31-10-2025,12.949887,77.614547,101404
O0010585,U035262,Bengaluru,05-11-2025 15:43,05-11-2025 15:50,P0014,fruits,3,480.66,S05,R0609,Z29,13.006618,77.59589,delivered,7,15,05-11-2025,13.001428,77.581822,85507
O0010586,U038761,Bengaluru,15-11-2025 19:05,15-11-2025 19:13,P0115,fruits,3,88.22,S03,R0516,Z10,12.949606,77.604365,delivered,8,19,15-11-2025,12.950051,77.59937,111200
O0010587,U038251,Bengaluru,27-11-2025 08:17,27-11-2025 08:25,P0078,beverages,3,296.38,S05,R0921,Z16,12.997482,77.590121,delivered,8,8,27-11-2025,13.001428,77.581822,85507
O0010588,U004253,Bengaluru,25-11-2025 09:33,25-11-2025 09:38,P0077,personal_care,3,517.04,S01,R0035,Z9,12.951434,77.617876,delivered,5,9,25-11-2025,12.949887,77.614547,101404
O0010589,U000806,Bengaluru,02-11-2025 22:29,02-11-2025 22:36,P0010,grocery,3,165.66,S05,R0506,Z7,12.997484,77.588611,delivered,7,22,02-11-2025,13.001428,77.581822,85507
O0010590,U037987,Bengaluru,17-11-2025 09:46,17-11-2025 09:57,P0118,dairy,1,403.54,S03,R0036,Z24,12.951386,77.591188,delivered,11,9,17-11-2025,12.950051,77.59937,111200
O0010591,U003376,Bengaluru,20-11-2025 15:21,20-11-2025 15:30,P0026,grocery,2,192.83,S06,R0004,Z14,12.971922,77.578688,delivered,9,15,20-11-2025,12.976327,77.585333,70255
O0010592,U005948,Bengaluru,17-11-2025 17:58,17-11-2025 18:04,P0016,household,3,189.43,S06,R0476,Z11,12.97343,77.592183,delivered,6,17,17-11-2025,12.976327,77.585333,70255
O0010593,U021668,Bengaluru,14-11-2025 16:48,14-11-2025 16:57,P0062,personal_care,3,279.87,S08,R0260,Z25,12.940389,77.564808,delivered,9,16,14-11-2025,12.950394,77.558158,51894
O0010594,U021860,Bengaluru,03-11-2025 20:07,03-11-2025 20:17,P0025,dairy,1,19.52,S08,R0906,Z1,12.945939,77.561102,delivered,10,20,03-11-2025,12.950394,77.558158,51894
O0010595,U019189,Bengaluru,18-11-2025 16:51,18-11-2025 16:59,P0091,personal_care,1,587.82,S01,R0914,Z29,12.953327,77.618855,delivered,8,16,18-11-2025,12.949887,77.614547,101404
O0010596,U016946,Bengaluru,19-11-2025 18:54,19-11-2025 19:03,P0110,dairy,1,194.99,S01,R0332,Z13,12.963456,77.605242,delivered,9,18,19-11-2025,12.949887,77.614547,101404
O0010597,U000180,Bengaluru,08-11-2025 05:31,08-11-2025 05:37,P0030,beverages,3,138.84,S06,R0880,Z20,12.969432,77.592576,delivered,6,5,08-11-2025,12.976327,77.585333,70255
O0010598,U019201,Bengaluru,13-11-2025 17:18,13-11-2025 17:29,P0092,household,3,477.46,S07,R0006,Z9,12.983605,77.542699,delivered,11,17,13-11-2025,12.970112,77.556587,44195
O0010599,U027946,Bengaluru,12-11-2025 14:53,12-11-2025 15:03,P0070,personal_care,2,247.98,S06,R0998,Z3,12.980676,77.573827,delivered,10,14,12-11-2025,12.976327,77.585333,70255
O0010600,U024902,Bengaluru,12-11-2025 16:56,12-11-2025 17:05,P0039,grocery,3,335.71,S05,R0542,Z24,13.004212,77.585256,delivered,9,16,12-11-2025,13.001428,77.581822,85507
O0010601,U004409,Bengaluru,07-11-2025 21:18,07-11-2025 21:28,P0088,household,2,63.4,S02,R0881,Z6,13.015224,77.597345,delivered,10,21,07-11-2025,13.006367,77.602729,86203
O0010602,U033900,Bengaluru,14-11-2025 20:11,14-11-2025 20:21,P0090,dairy,1,553.1,S05,R0738,Z6,12.997589,77.574133,delivered,10,20,14-11-2025,13.001428,77.581822,85507
O0010603,U006265,Bengaluru,02-11-2025 08:04,02-11-2025 08:22,P0016,household,2,189.43,S06,R0561,Z10,12.968979,77.568591,delivered,18,8,02-11-2025,12.976327,77.585333,70255
O0010604,U010738,Bengaluru,12-11-2025 06:23,12-11-2025 06:26,P0001,grocery,1,144.68,S06,R0131,Z13,12.976669,77.580593,delivered,3,6,12-11-2025,12.976327,77.585333,70255
O0010605,U035839,Bengaluru,25-11-2025 12:54,25-11-2025 13:03,P0028,household,2,74.04,S04,R0083,Z10,12.939042,77.631371,delivered,9,12,25-11-2025,12.942007,77.616026,75662
O0010606,U010918,Bengaluru,30-10-2025 06:07,30-10-2025 06:15,P0055,fruits,2,109.05,S02,R0972,Z13,13.006167,77.614875,delivered,8,6,30-10-2025,13.006367,77.602729,86203
O0010607,U016735,Bengaluru,13-11-2025 21:15,13-11-2025 21:27,P0025,dairy,1,19.52,S08,R0418,Z17,12.942901,77.543878,delivered,12,21,13-11-2025,12.950394,77.558158,51894
O0010608,U005143,Bengaluru,16-11-2025 15:17,16-11-2025 15:25,P0108,fruits,1,55.56,S04,R0032,Z3,12.94587,77.632676,delivered,8,15,16-11-2025,12.942007,77.616026,75662
O0010609,U003637,Bengaluru,06-11-2025 23:15,06-11-2025 23:18,P0097,dairy,2,256.2,S07,R0806,Z23,12.967037,77.557065,delivered,3,23,06-11-2025,12.970112,77.556587,44195
O0010610,U004704,Bengaluru,17-11-2025 14:45,17-11-2025 14:56,P0007,grocery,1,296.34,S02,R0717,Z7,12.990325,77.5947,delivered,11,14,17-11-2025,13.006367,77.602729,86203
O0010611,U018702,Bengaluru,28-11-2025 16:14,28-11-2025 16:20,P0100,beverages,3,63.86,S04,R0068,Z20,12.947107,77.62573,delivered,6,16,28-11-2025,12.942007,77.616026,75662
O0010612,U006406,Bengaluru,27-11-2025 06:31,27-11-2025 06:39,P0065,household,2,113.3,S04,R0892,Z7,12.936976,77.612133,delivered,8,6,27-11-2025,12.942007,77.616026,75662
O0010613,U027810,Bengaluru,14-11-2025 06:44,14-11-2025 06:48,P0118,dairy,2,403.54,S04,R0592,Z15,12.94406,77.609951,delivered,4,6,14-11-2025,12.942007,77.616026,75662
O0010614,U022625,Bengaluru,21-11-2025 03:46,21-11-2025 03:49,P0072,snacks,1,343.73,S03,R0631,Z28,12.945724,77.59913,delivered,3,3,21-11-2025,12.950051,77.59937,111200
O0010615,U037305,Bengaluru,31-10-2025 11:44,31-10-2025 11:51,P0101,snacks,2,306.31,S07,R0661,Z19,12.97426,77.565156,delivered,7,11,31-10-2025,12.970112,77.556587,44195
O0010616,U035513,Bengaluru,11-11-2025 20:42,11-11-2025 20:56,P0004,household,3,118.23,S03,R0224,Z5,12.955886,77.604365,delivered,14,20,11-11-2025,12.950051,77.59937,111200
O0010617,U005254,Bengaluru,16-11-2025 17:02,16-11-2025 17:10,P0059,dairy,3,333.18,S05,R0891,Z14,13.000348,77.579487,delivered,8,17,16-11-2025,13.001428,77.581822,85507
O0010618,U009291,Bengaluru,27-11-2025 17:06,27-11-2025 17:15,P0065,household,2,113.3,S08,R0226,Z2,12.938276,77.556867,delivered,9,17,27-11-2025,12.950394,77.558158,51894
O0010619,U036609,Bengaluru,23-11-2025 07:28,23-11-2025 07:35,P0098,fruits,3,302.76,S07,R0433,Z24,12.962548,77.545981,delivered,7,7,23-11-2025,12.970112,77.556587,44195
O0010620,U026332,Bengaluru,14-11-2025 11:10,14-11-2025 11:19,P0074,beverages,1,198.43,S05,R0794,Z15,12.985751,77.585891,delivered,9,11,14-11-2025,13.001428,77.581822,85507
